ventas,cantidad,pdv,producto,fecha,categoria
7,33,1,PDV 104420,PRODUCTO 419,20220119,RECAUDACION
55,00,4,PDV 95581,PRODUCTO 12,20220712,TVPAGA
8,00,4,PDV 118563,PRODUCTO 9,20230623,RECARGAS
4,00,4,PDV 42341,PRODUCTO 9,20221212,RECARGAS
3,00,2,PDV 106524,PRODUCTO 6,20220727,RECARGAS
2,00,1,PDV 98722,PRODUCTO 5,20211119,RECARGAS
7,00,1,PDV 51546,PRODUCTO 26,20210929,RECARGAS
10,00,1,PDV 48592,PRODUCTO 6,20220104,RECARGAS
15,00,3,PDV 100340,PRODUCTO 27,20220116,RECARGAS
7,00,1,PDV 51925,PRODUCTO 26,20210726,RECARGAS
1,00,1,PDV 113078,PRODUCTO 6,20221107,RECARGAS
1,00,1,PDV 100008,PRODUCTO 6,20220909,RECARGAS
1,00,1,PDV 110995,PRODUCTO 9,20230507,RECARGAS
1,00,1,PDV 50444,PRODUCTO 1,20211006,RECARGAS
8,00,1,PDV 109832,PRODUCTO 26,20220330,RECARGAS
95,52,1,PDV 109796,PRODUCTO 436,20220819,RECAUDACION
37,21,2,PDV 109445,PRODUCTO 154,20230515,RECAUDACION
13,87,1,PDV 47236,PRODUCTO 197,20221102,RECAUDACION
5,00,3,PDV 50932,PRODUCTO 83,20220414,RECARGAS
15,00,8,PDV 101806,PRODUCTO 9,20210929,RECARGAS
5,00,1,PDV 109137,PRODUCTO 9,20220701,RECARGAS
94,00,62,PDV 11513,PRODUCTO 9,20220611,RECARGAS
5,00,1,PDV 45332,PRODUCTO 26,20210930,RECARGAS
5,50,1,PDV 98935,PRODUCTO 545,20220530,JUEGOS
146,94,1,PDV 104577,PRODUCTO 498,20221202,RECAUDACION
7,00,1,PDV 99163,PRODUCTO 27,20230114,RECARGAS
12,60,1,PDV 34414,PRODUCTO 146,20230217,RECAUDACION
10,00,8,PDV 105844,PRODUCTO 9,20220116,RECARGAS
6,00,6,PDV 46375,PRODUCTO 9,20221003,RECARGAS
14,00,3,PDV 50112,PRODUCTO 27,20210711,RECARGAS
26,12,1,PDV 107761,PRODUCTO 145,20220805,RECAUDACION
1,00,1,PDV 114433,PRODUCTO 83,20230616,RECARGAS
1,00,1,PDV 92997,PRODUCTO 27,20221228,RECARGAS
12,00,7,PDV 93564,PRODUCTO 9,20220318,RECARGAS
1,00,1,PDV 110976,PRODUCTO 9,20221202,RECARGAS
7,00,1,PDV 45241,PRODUCTO 12,20220905,TVPAGA
20,00,2,PDV 107449,PRODUCTO 9,20211105,RECARGAS
12,00,4,PDV 48394,PRODUCTO 27,20211213,RECARGAS
29,26,2,PDV 105771,PRODUCTO 145,20220623,RECAUDACION
1,00,1,PDV 110535,PRODUCTO 6,20220802,RECARGAS
8,00,2,PDV 94677,PRODUCTO 27,20221104,RECARGAS
2,00,1,PDV 111507,PRODUCTO 26,20221214,RECARGAS
1,00,1,PDV 91903,PRODUCTO 83,20230419,RECARGAS
50,00,15,PDV 29249,PRODUCTO 9,20210814,RECARGAS
5,00,3,PDV 47600,PRODUCTO 6,20230521,RECARGAS
1,00,1,PDV 99581,PRODUCTO 27,20230727,RECARGAS
3,00,1,PDV 96160,PRODUCTO 6,20221119,RECARGAS
142,00,7,PDV 104340,PRODUCTO 252,20221123,RECAUDACION
65,00,24,PDV 101851,PRODUCTO 9,20211124,RECARGAS
1,00,1,PDV 47514,PRODUCTO 1,20221215,RECARGAS
1,00,1,PDV 99476,PRODUCTO 6,20220617,RECARGAS
1,00,1,PDV 113857,PRODUCTO 83,20230209,RECARGAS
2,00,1,PDV 104597,PRODUCTO 83,20230515,RECARGAS
15,00,3,PDV 102750,PRODUCTO 27,20220819,RECARGAS
63,00,6,PDV 99467,PRODUCTO 12,20210718,TVPAGA
40,00,22,PDV 102330,PRODUCTO 9,20211030,RECARGAS
7,00,3,PDV 114385,PRODUCTO 26,20221214,RECARGAS
4,00,2,PDV 101504,PRODUCTO 6,20221219,RECARGAS
4,00,3,PDV 116402,PRODUCTO 9,20230312,RECARGAS
29,00,6,PDV 107328,PRODUCTO 26,20221130,RECARGAS
36,68,2,PDV 103586,PRODUCTO 145,20211203,RECAUDACION
3,00,1,PDV 40734,PRODUCTO 9,20220413,RECARGAS
42,00,23,PDV 100078,PRODUCTO 9,20220129,RECARGAS
20,00,2,PDV 101263,PRODUCTO 9,20210828,RECARGAS
3,00,1,PDV 102636,PRODUCTO 6,20210824,RECARGAS
1,00,1,PDV 100620,PRODUCTO 26,20220412,RECARGAS
23,88,1,PDV 94240,PRODUCTO 160,20230715,RECAUDACION
21,00,8,PDV 49093,PRODUCTO 9,20210712,RECARGAS
7,00,1,PDV 107095,PRODUCTO 27,20221128,RECARGAS
1,00,1,PDV 34178,PRODUCTO 83,20220306,RECARGAS
3,00,1,PDV 41235,PRODUCTO 26,20211006,RECARGAS
10,00,1,PDV 104570,PRODUCTO 12,20211120,TVPAGA
40,38,1,PDV 47343,PRODUCTO 145,20220904,RECAUDACION
2,00,1,PDV 17968,PRODUCTO 6,20230611,RECARGAS
7,00,1,PDV 39950,PRODUCTO 27,20230701,RECARGAS
1,00,1,PDV 46764,PRODUCTO 83,20220909,RECARGAS
1,00,1,PDV 52233,PRODUCTO 83,20230302,RECARGAS
20,00,1,PDV 59023,PRODUCTO 12,20210710,TVPAGA
25,00,15,PDV 112915,PRODUCTO 9,20230416,RECARGAS
10,00,1,PDV 102407,PRODUCTO 6,20230709,RECARGAS
3,00,3,PDV 47733,PRODUCTO 1,20220912,RECARGAS
6,00,4,PDV 29766,PRODUCTO 9,20210808,RECARGAS
2,00,2,PDV 109893,PRODUCTO 6,20221015,RECARGAS
5,00,1,PDV 110078,PRODUCTO 9,20220408,RECARGAS
5,00,1,PDV 107390,PRODUCTO 83,20211213,RECARGAS
6,00,1,PDV 100354,PRODUCTO 1,20221011,RECARGAS
10,00,2,PDV 94029,PRODUCTO 27,20220203,RECARGAS
5,00,3,PDV 105129,PRODUCTO 9,20210902,RECARGAS
24,00,5,PDV 34576,PRODUCTO 9,20211129,RECARGAS
70,00,16,PDV 43758,PRODUCTO 9,20210727,RECARGAS
1,00,1,PDV 108059,PRODUCTO 9,20221126,RECARGAS
23,00,3,PDV 38150,PRODUCTO 9,20210910,RECARGAS
1,00,1,PDV 117656,PRODUCTO 6,20230714,RECARGAS
5,00,1,PDV 107975,PRODUCTO 12,20230122,TVPAGA
58,00,27,PDV 49679,PRODUCTO 9,20220126,RECARGAS
85,00,16,PDV 26701,PRODUCTO 26,20220928,RECARGAS
10,00,1,PDV 94591,PRODUCTO 26,20221017,RECARGAS
11,00,4,PDV 109877,PRODUCTO 9,20220531,RECARGAS
10,00,1,PDV 109571,PRODUCTO 12,20230708,TVPAGA
89,00,32,PDV 50957,PRODUCTO 9,20230328,RECARGAS
43,00,18,PDV 105740,PRODUCTO 9,20210820,RECARGAS
13,00,3,PDV 100532,PRODUCTO 1,20211124,RECARGAS
25,00,3,PDV 50291,PRODUCTO 12,20230222,TVPAGA
15,00,1,PDV 39224,PRODUCTO 6,20210812,RECARGAS
1,00,1,PDV 111987,PRODUCTO 6,20221205,RECARGAS
3,00,1,PDV 49698,PRODUCTO 26,20221212,RECARGAS
2,00,2,PDV 95531,PRODUCTO 9,20210819,RECARGAS
1,00,1,PDV 112096,PRODUCTO 83,20230505,RECARGAS
12,00,11,PDV 47469,PRODUCTO 9,20220818,RECARGAS
57,25,1,PDV 105732,PRODUCTO 550,20230324,RECAUDACION
1,00,1,PDV 13370,PRODUCTO 6,20220110,RECARGAS
1,00,1,PDV 108355,PRODUCTO 1,20220628,RECARGAS
3,00,1,PDV 47362,PRODUCTO 26,20220215,RECARGAS
8,00,2,PDV 42308,PRODUCTO 1,20211025,RECARGAS
1,00,1,PDV 98789,PRODUCTO 83,20211223,RECARGAS
11,00,4,PDV 34798,PRODUCTO 9,20220801,RECARGAS
1,00,1,PDV 106701,PRODUCTO 83,20211010,RECARGAS
30,00,11,PDV 99570,PRODUCTO 9,20211115,RECARGAS
17,00,2,PDV 95252,PRODUCTO 12,20220830,TVPAGA
63,00,18,PDV 8413,PRODUCTO 27,20230610,RECARGAS
21,00,8,PDV 107220,PRODUCTO 26,20230318,RECARGAS
15,00,3,PDV 107706,PRODUCTO 27,20220908,RECARGAS
1,00,1,PDV 90419,PRODUCTO 26,20230305,RECARGAS
1,00,1,PDV 116914,PRODUCTO 9,20230404,RECARGAS
2,00,1,PDV 51718,PRODUCTO 1,20220909,RECARGAS
65,00,4,PDV 105087,PRODUCTO 27,20211014,RECARGAS
21,00,4,PDV 44935,PRODUCTO 26,20211204,RECARGAS
5,00,1,PDV 97339,PRODUCTO 6,20220104,RECARGAS
4,00,3,PDV 51080,PRODUCTO 9,20230330,RECARGAS
7,00,1,PDV 99655,PRODUCTO 83,20230219,RECARGAS
6,00,2,PDV 50780,PRODUCTO 9,20220202,RECARGAS
3,00,1,PDV 97372,PRODUCTO 1,20221021,RECARGAS
22,00,9,PDV 100133,PRODUCTO 9,20220715,RECARGAS
4,00,4,PDV 48527,PRODUCTO 9,20221125,RECARGAS
1,00,1,PDV 100986,PRODUCTO 26,20230202,RECARGAS
5,50,1,PDV 103666,PRODUCTO 545,20230208,JUEGOS
1,00,1,PDV 104771,PRODUCTO 83,20221115,RECARGAS
3,00,1,PDV 50437,PRODUCTO 6,20210812,RECARGAS
1,00,1,PDV 31133,PRODUCTO 83,20221221,RECARGAS
1,00,1,PDV 101278,PRODUCTO 26,20230705,RECARGAS
40,00,31,PDV 94063,PRODUCTO 9,20220513,RECARGAS
1,00,1,PDV 113110,PRODUCTO 6,20221112,RECARGAS
1,00,1,PDV 104321,PRODUCTO 6,20220831,RECARGAS
49,00,16,PDV 37093,PRODUCTO 9,20211202,RECARGAS
67,00,25,PDV 33813,PRODUCTO 9,20210917,RECARGAS
41,00,4,PDV 34069,PRODUCTO 12,20210713,TVPAGA
7,00,1,PDV 23855,PRODUCTO 27,20220808,RECARGAS
4,00,1,PDV 49687,PRODUCTO 26,20220407,RECARGAS
21,00,9,PDV 109056,PRODUCTO 9,20220327,RECARGAS
5,00,4,PDV 109120,PRODUCTO 26,20230718,RECARGAS
8,00,8,PDV 108097,PRODUCTO 9,20221015,RECARGAS
7,00,1,PDV 94677,PRODUCTO 27,20221230,RECARGAS
13,00,4,PDV 52164,PRODUCTO 26,20230302,RECARGAS
6,00,2,PDV 47392,PRODUCTO 83,20211121,RECARGAS
3,00,2,PDV 98028,PRODUCTO 26,20220104,RECARGAS
3,00,1,PDV 45121,PRODUCTO 6,20230107,RECARGAS
7,00,1,PDV 43552,PRODUCTO 27,20230222,RECARGAS
12,88,1,PDV 42023,PRODUCTO 43,20211002,RECAUDACION
23,00,10,PDV 33586,PRODUCTO 9,20230712,RECARGAS
17,00,4,PDV 49182,PRODUCTO 26,20220406,RECARGAS
22,00,6,PDV 49214,PRODUCTO 9,20220329,RECARGAS
1,00,1,PDV 45844,PRODUCTO 26,20230424,RECARGAS
14,00,4,PDV 43536,PRODUCTO 9,20220920,RECARGAS
1,00,1,PDV 105782,PRODUCTO 27,20220919,RECARGAS
7,00,1,PDV 100051,PRODUCTO 12,20220215,TVPAGA
22,00,6,PDV 112036,PRODUCTO 9,20230703,RECARGAS
101,00,47,PDV 104428,PRODUCTO 9,20220614,RECARGAS
1,00,1,PDV 110325,PRODUCTO 26,20230306,RECARGAS
5,00,1,PDV 44723,PRODUCTO 27,20220117,RECARGAS
1,00,1,PDV 30752,PRODUCTO 1,20220901,RECARGAS
7,00,1,PDV 113516,PRODUCTO 27,20230221,RECARGAS
10,00,1,PDV 44607,PRODUCTO 12,20220930,TVPAGA
3,00,1,PDV 47453,PRODUCTO 6,20210827,RECARGAS
2,00,1,PDV 36110,PRODUCTO 9,20220910,RECARGAS
1,00,1,PDV 113558,PRODUCTO 83,20221224,RECARGAS
11,00,4,PDV 101288,PRODUCTO 26,20220612,RECARGAS
1,00,1,PDV 39706,PRODUCTO 83,20210703,RECARGAS
9,00,3,PDV 103118,PRODUCTO 83,20220825,RECARGAS
4,00,1,PDV 47638,PRODUCTO 1,20210727,RECARGAS
8,00,2,PDV 50276,PRODUCTO 6,20220503,RECARGAS
18,00,8,PDV 109071,PRODUCTO 9,20220811,RECARGAS
